Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# total reads	# left	# right	Mapped (%)	Properly paired (%)	Avg. coverage depth	Coverage >= 1x (%)	# N's per 100 kbp	Reference length	Reference GC (%)	NG50	NG90	auNG	LG50	LG90	Reference mapped (%)	Reference properly paired (%)	Reference avg. coverage depth	Reference coverage >= 1x (%)	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# structural variations	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	busco_complete	busco_single_copy	busco_multi_copy	busco_fragmented	busco_missing_busco	busco_avg_identity	busco_stop_codon
polypolish_BS06_240_394-4_NP50x_IL25x	2561	2529	1521	878	192	16	25483115	25460703	22230435	17667271	6741234	992144	2561	83895	25483115	49.58	16072	4396	19151.4	492	1671	7460312	2583175	2581296	104.88	59.67	65	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7	80.9	0.8	5.7	12.7	NA	28.4
polypolish_BS06_240_394-4_NP50x_IL30x	2561	2529	1521	878	192	16	25483200	25460787	22230519	17667329	6741259	992144	2561	83895	25483200	49.58	16072	4396	19151.5	492	1671	8466661	3086502	3084318	102.84	62.8	69	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7	81	0.7	5.7	12.7	NA	28.4
polypolish_BS06_240_394-4_NP50x_IL35x	2561	2529	1521	878	192	16	25483328	25460916	22230650	17667441	6741273	992146	2561	83895	25483328	49.58	16072	4396	19151.6	492	1671	9464234	3585456	3582937	101.23	65.26	74	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7	80.9	0.8	5.7	12.7	NA	28.4
polypolish_BS06_240_394-4_NP50x_IL40x	2561	2529	1521	878	192	16	25483451	25461039	22230779	17667552	6741303	992154	2561	83895	25483451	49.58	16072	4396	19151.7	492	1671	10459256	4083207	4080208	99.92	67.24	78	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7	80.7	0.9	5.7	12.7	NA	28.4
polypolish_BS06_240_394-4_NP50x_IL50x	2561	2529	1522	878	192	16	25483614	25461202	22235937	17667682	6741333	992153	2561	83895	25483614	49.58	16072	4396	19151.8	492	1671	12425372	5066863	5062668	97.92	70.2	87	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7	80.7	0.9	5.7	12.7	NA	28.4
polypolish_BS06_240_394-4_NP50x_IL60x	2561	2529	1522	878	192	16	25483763	25461351	22236082	17667806	6741399	992155	2561	83895	25483763	49.58	16072	4396	19152.0	492	1671	14372905	6041147	6035917	96.47	72.34	95	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7	80.7	0.9	5.7	12.7	NA	28.4
polypolish_BS06_240_394-4_NP60x_IL10x	2286	2257	1436	888	250	41	26545994	26529429	23985460	20021187	9804678	2641596	2286	112698	26545994	49.63	18995	5092	24320.3	410	1418	4849454	1047521	1047169	122.05	38.78	59	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8	86	0.8	5	8.2	NA	29
polypolish_BS06_240_394-4_NP60x_IL15x	2286	2257	1436	888	250	41	26546055	26529490	23985520	20021240	9804718	2641611	2286	112700	26546055	49.63	18995	5092	24320.4	410	1418	5881587	1563756	1563067	116.73	47.75	63	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8	86	0.8	5	8.2	NA	29
polypolish_BS06_240_394-4_NP60x_IL20x	2286	2257	1436	888	250	41	26546142	26529570	23985602	20021307	9804730	2641623	2286	112696	26546142	49.63	18995	5092	24320.4	410	1418	6899904	2073071	2072069	113.02	53.95	68	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8	86	0.8	5	8.2	NA	29
polypolish_BS06_240_394-4_NP60x_IL25x	2286	2257	1436	888	250	41	26546226	26529654	23985686	20021381	9804773	2641642	2286	112696	26546226	49.63	18995	5092	24320.5	410	1418	7913049	2579863	2578422	110.26	58.54	72	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8	86	0.8	5	8.2	NA	29
polypolish_BS06_240_394-4_NP60x_IL30x	2286	2257	1436	888	250	41	26546317	26529747	23985779	20021454	9804811	2641652	2286	112696	26546317	49.63	18995	5092	24320.6	410	1418	8917816	3082424	3080628	108.15	62.07	77	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8	85.9	0.9	5	8.2	NA	29
polypolish_BS06_240_394-4_NP60x_IL35x	2286	2257	1436	888	250	41	26546389	26529819	23985853	20021504	9804843	2641668	2286	112697	26546389	49.63	18995	5092	24320.7	410	1418	9914092	3580743	3578585	106.47	64.86	81	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8	85.9	0.9	5	8.2	NA	29
polypolish_BS06_240_394-4_NP60x_IL40x	2286	2257	1436	888	250	41	26546476	26529906	23985944	20021587	9804901	2641683	2286	112699	26546476	49.63	18995	5092	24320.8	410	1418	10907043	4077439	4074840	105.08	67.13	85	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8	85.9	0.9	5	8.2	NA	29
polypolish_BS06_240_394-4_NP60x_IL50x	2286	2257	1437	888	250	41	26546666	26530096	23991132	20021747	9805000	2641712	2286	112697	26546666	49.63	18995	5092	24321.1	410	1418	12868284	5058649	5054871	102.96	70.57	94	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8	85.9	0.9	5	8.2	NA	29
polypolish_BS06_240_394-4_NP60x_IL60x	2286	2257	1437	888	250	41	26546753	26530183	23991231	20021817	9805030	2641723	2286	112697	26546753	49.63	18995	5092	24321.2	410	1418	14811405	6030811	6025830	101.4	73.09	102	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8	85.9	0.9	5	8.2	NA	29
spades_hybrid_BS06_240_394-4_NP10x_IL10x	408	2	2	1	1	0	141852	50376	50376	41990	41990	0	408	41990	141852	41.86	281	213	13083.1	68	314	2561602	1051636	1051442	9.48	6.25	310	99.99	7.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	100	NA	0
spades_hybrid_BS06_240_394-4_NP10x_IL15x	2291	5	1	1	1	0	470174	48063	41870	41870	41870	0	2291	41870	470174	43.98	231	97	3964.5	674	1622	3599743	1570929	1570290	11.2	6.35	129	97.87	826.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.3	99.7	NA	0
spades_hybrid_BS06_240_394-4_NP10x_IL20x	6255	33	2	2	0	0	1658485	81374	27740	27740	0	0	6255	14008	1658485	47.27	242	221	576.3	2304	5178	4594251	2068582	2067145	16.14	10.11	61	99.58	88.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	5	95	NA	0
spades_hybrid_BS06_240_394-4_NP10x_IL25x	15672	318	14	2	1	0	5463479	685368	117181	42289	29709	0	15672	29709	5463479	48.31	333	227	852.7	4354	12935	5518901	2532039	2528338	32.87	21.91	42	99.65	178.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	1.7	0	16.6	81.7	NA	15.4
spades_hybrid_BS06_240_394-4_NP10x_IL30x	23285	2088	65	2	1	0	11930452	3844384	462349	53985	42051	0	23285	42051	11930452	48.78	639	235	1301.3	4791	17636	6843752	3192614	3192614	60.67	42.41	44	99.7	271.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	9.6	0	32.5	57.9	NA	16.4
spades_hybrid_BS06_240_394-4_NP10x_IL35x	21966	5559	200	9	1	0	18271305	11078172	1376370	141136	45771	0	21966	45771	18271305	49.08	1286	345	2005.7	3846	14287	7906068	3723772	3723772	80.91	62.92	46	99.78	316.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.7	23.7	0	38.4	37.9	NA	18.9
spades_hybrid_BS06_240_394-4_NP10x_IL40x	15615	7177	688	75	0	0	22705485	18893749	4935464	938845	0	0	15615	20836	22705485	49.31	2546	694	3427.1	2533	9008	8470429	4008319	4003586	92.28	78.68	46	99.82	292.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.3	43.1	0.1	32.8	23.9	NA	21.3
spades_hybrid_BS06_240_394-4_NP10x_IL50x	5416	3541	1788	830	97	1	26375744	25846934	21113029	14279938	3098701	63507	5416	63507	26375744	49.54	11015	3033	13307.2	727	2449	10523225	5034380	5030321	99.84	91.32	54	99.87	148.30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.2	82.2	0	11.5	6.3	NA	30.2
spades_hybrid_BS06_240_394-4_NP10x_IL60x	2846	1225	987	789	403	118	27226992	27029639	26407352	24958823	18574536	8499097	2846	156968	27226992	49.61	36172	11207	42674.5	240	747	12496145	6021258	6016363	100.99	94.01	63	99.83	57.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.2	96	0.1	2	1.8	NA	29.8
spades_hybrid_BS06_240_394-4_NP15x_IL10x	408	2	2	1	1	0	141852	50376	50376	41990	41990	0	408	41990	141852	41.86	281	213	13083.1	68	314	2791693	1051636	1051442	10.06	5.74	394	99.99	7.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	100	NA	0
spades_hybrid_BS06_240_394-4_NP15x_IL15x	2258	7	1	1	1	0	471462	54160	43177	43177	43177	0	2258	43177	471462	44.09	232	99	4210.2	657	1594	3829869	1570940	1570314	11.67	6.13	157	97.94	757.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.3	99.7	NA	0
spades_hybrid_BS06_240_394-4_NP15x_IL20x	6235	46	7	1	0	0	1684217	119092	51530	13358	0	0	6235	13358	1684217	47.31	243	221	601.6	2228	5143	4824373	2068598	2067160	16.89	9.73	71	99.61	78.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.1	0	4.9	95	NA	0
spades_hybrid_BS06_240_394-4_NP15x_IL25x	15406	477	29	6	1	0	5711727	1088674	239357	98591	29709	0	15406	29709	5711727	48.37	379	228	1139.0	3776	12560	5764427	2539697	2536115	35.2	22.04	49	99.68	156.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	2.6	0	16.6	80.7	NA	15
spades_hybrid_BS06_240_394-4_NP15x_IL30x	22087	2597	134	18	1	1	12807894	5549384	1029321	289775	84044	84044	22087	84044	12807894	48.79	807	236	2205.7	3552	16059	7073843	3192614	3192614	64.59	43.42	49	99.69	218.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	14	0	31.7	54.4	NA	18.9
spades_hybrid_BS06_240_394-4_NP15x_IL35x	19999	5613	404	48	1	1	19351252	13337381	3058505	719731	126038	126038	19999	126038	19351252	49.06	1743	390	3497.6	2823	12027	8136159	3723772	3723772	85.49	64.0	51	99.74	239.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.8	29.8	0	36.3	33.9	NA	21.2
spades_hybrid_BS06_240_394-4_NP15x_IL40x	13733	6468	1022	172	3	0	23432475	20392608	8049023	2319766	86601	0	13733	30188	23432475	49.36	3450	817	4655.6	1915	7236	8720728	4018294	4013819	94.71	78.44	50	99.81	214.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.6	49.6	0	29.6	20.8	NA	22.9
spades_hybrid_BS06_240_394-4_NP15x_IL50x	4678	2920	1655	908	172	11	26587755	26157099	22711268	17310558	5780274	621284	4678	65048	26587755	49.56	14310	3852	16924.9	576	1932	10760410	5037804	5033991	101.04	89.84	59	99.87	102.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.1	85.1	0	10	4.9	NA	30.5
spades_hybrid_BS06_240_394-4_NP15x_IL60x	2575	988	816	688	398	160	27285145	27107624	26661215	25722258	20889092	12468041	2575	203606	27285145	49.62	45784	13969	54492.6	185	591	12727975	6022067	6017293	101.89	92.46	67	99.84	42.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	97	0	1.8	1.2	NA	30.3
spades_hybrid_BS06_240_394-4_NP20x_IL10x	407	2	2	1	1	0	142025	50376	50376	41990	41990	0	407	41990	142025	41.87	282	213	13070.0	66	313	3020559	1051637	1051443	10.54	5.3	475	99.99	7.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	100	NA	0
spades_hybrid_BS06_240_394-4_NP20x_IL15x	2285	5	1	1	1	0	472676	49901	42102	42102	42102	0	2285	42102	472676	44.03	232	97	4000.7	665	1615	4058684	1570938	1570267	12.61	5.62	185	98.11	850.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.3	99.7	NA	0
spades_hybrid_BS06_240_394-4_NP20x_IL20x	6231	53	8	0	0	0	1696154	134774	50651	0	0	0	6231	7837	1696154	47.32	243	221	574.0	2199	5133	5053348	2068674	2067195	17.57	9.36	81	99.66	76.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.3	0	4.9	94.9	NA	0
spades_hybrid_BS06_240_394-4_NP20x_IL25x	15090	680	44	6	1	1	6091146	1673628	397966	159475	95241	95241	15090	95241	6091146	48.26	428	228	2669.1	3053	12080	6020485	2553256	2549750	39.08	22.52	61	99.69	138.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1	4.1	0	16.8	79.2	NA	12.9
spades_hybrid_BS06_240_394-4_NP20x_IL30x	20917	2996	241	31	1	1	13714369	7249219	1841118	476709	95238	95238	20917	95238	13714369	48.87	1108	237	2871.1	2623	14503	7302707	3192614	3192614	68.31	44.54	54	99.7	178.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.6	16.6	0	31.1	52.2	NA	19
spades_hybrid_BS06_240_394-4_NP20x_IL35x	18191	5505	643	103	1	1	20290137	15295460	5041871	1415829	95215	95215	18191	95215	20290137	49.16	2384	431	4012.7	2153	10000	8365023	3723772	3723772	88.15	64.9	55	99.75	180.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.6	35.6	0	33	31.4	NA	22.6
spades_hybrid_BS06_240_394-4_NP20x_IL40x	12044	5675	1300	324	5	0	24125464	21697886	11246446	4533222	142262	0	12044	31741	24125464	49.40	4625	994	6108.3	1471	5691	8968016	4027422	4023115	97.0	78.21	54	99.82	154.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.1	55.1	0	26.5	18.3	NA	24.2
spades_hybrid_BS06_240_394-4_NP20x_IL50x	4028	2335	1467	924	259	34	26771738	26393758	24037888	20092515	9439301	2078717	4028	95270	26771738	49.58	18664	4946	22330.1	443	1479	10995244	5040769	5036996	102.16	88.42	63	99.88	71.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.5	88.5	0	8	3.4	NA	30.7
spades_hybrid_BS06_240_394-4_NP20x_IL60x	2356	796	673	587	379	183	27326831	27159157	26836172	26200745	22644663	15624258	2356	211114	27326831	49.63	59928	17501	67691.6	147	471	12958056	6022675	6017902	102.76	90.95	71	99.84	29.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.9	97.9	0	1.3	0.8	NA	31.1
spades_hybrid_BS06_240_394-4_NP25x_IL10x	407	2	2	1	1	0	142025	50376	50376	41990	41990	0	407	41990	142025	41.87	282	213	13070.0	66	313	3251178	1051637	1051443	10.95	4.93	556	99.99	7.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	100	NA	0
spades_hybrid_BS06_240_394-4_NP25x_IL15x	2303	5	1	1	1	0	473666	49901	42102	42102	42102	0	2303	42102	473666	43.99	231	96	3992.2	669	1627	4289452	1571014	1570340	13.43	5.31	214	98.19	848.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.3	99.7	NA	0
spades_hybrid_BS06_240_394-4_NP25x_IL20x	6212	71	8	0	0	0	1725012	177212	51516	0	0	0	6212	7621	1725012	47.37	244	221	635.5	2120	5101	5284247	2068801	2067348	18.31	9.04	90	99.64	80.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.5	0	4.9	94.6	NA	25
spades_hybrid_BS06_240_394-4_NP25x_IL25x	14791	861	73	7	1	0	6411233	2191126	530511	112546	35287	0	14791	35287	6411233	48.50	472	229	1685.4	2487	11641	6227134	2541232	2537804	38.97	22.33	58	99.72	125.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	5.9	0	16.9	77.2	NA	17.8
spades_hybrid_BS06_240_394-4_NP25x_IL30x	19840	3243	375	43	1	0	14588553	8807201	2794240	582967	42048	0	19840	42048	14588553	49.01	1589	238	2909.6	2034	13052	7533326	3192614	3192614	69.88	45.6	55	99.73	145.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.9	21.9	0	29	49.1	NA	19.3
spades_hybrid_BS06_240_394-4_NP25x_IL35x	16561	5242	910	190	3	0	21197865	17049632	7449354	2534417	92844	0	16561	42049	21197865	49.27	3246	474	4688.3	1693	8187	8595642	3723772	3723772	89.71	65.64	56	99.77	138.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.9	43.9	0	28.9	27.2	NA	22.8
spades_hybrid_BS06_240_394-4_NP25x_IL40x	10624	4882	1539	504	16	0	24775678	22801346	14599949	7374959	486144	0	10624	37894	24775678	49.44	6178	1251	7895.1	1141	4433	9215916	4035899	4031919	99.25	77.78	58	99.83	108.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.9	63.9	0	21.6	14.5	NA	23.8
spades_hybrid_BS06_240_394-4_NP25x_IL50x	3476	1839	1286	894	327	62	26944850	26624153	25103701	22239116	13030852	4053588	3476	106430	26944850	49.60	24040	6639	28895.0	346	1139	11233172	5044399	5040675	103.27	87.04	67	99.88	48.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.6	90.6	0	6.1	3.3	NA	30.4
spades_hybrid_BS06_240_394-4_NP25x_IL60x	2164	635	555	506	350	199	27369046	27209273	27003683	26632041	23968638	18530196	2164	249615	27369046	49.64	73735	22183	83006.3	121	379	13186932	6021758	6017076	103.3	89.57	75	99.84	22.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.3	98.3	0	0.9	0.8	NA	31.4
spades_hybrid_BS06_240_394-4_NP30x_IL10x	406	3	2	1	1	0	143262	52171	50376	41990	41990	0	406	41990	143262	41.91	284	213	12978.6	63	311	3480929	1051634	1051447	11.3	4.6	634	99.99	6.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	100	NA	0
